2.000000,0.303797,0.316456,0.594937,0.985715,0.955578,0.903508,0.958315,0.885250,0.982541,0.897232,0.978735
2.000000,0.479452,0.356164,0.643836,0.965094,0.971242,0.939895,0.989234,0.979796,0.953939,0.728607,0.982423
2.000000,0.513514,0.405405,0.851351,0.793404,0.937559,0.920712,0.969800,0.916515,0.953939,0.745356,0.998577
2.000000,0.488095,0.285714,0.714286,0.990920,0.882353,0.956520,0.956520,0.840593,0.996522,0.851835,0.885250
2.000000,0.393258,0.258427,0.528090,0.973831,0.948030,0.931541,0.962091,0.851835,0.989743,0.855594,0.944290
2.000000,0.404762,0.392857,0.666667,0.965808,0.986013,0.893542,0.978954,0.912909,0.978954,0.751639,0.979796
2.000000,0.489362,0.319149,0.521277,0.962091,0.997352,0.960000,0.960000,0.919898,0.996920,0.854166,0.949153
2.000000,0.319149,0.297872,0.521277,0.999769,0.880999,0.872346,0.950374,0.758938,0.990217,0.872635,0.923515
2.000000,0.410256,0.346154,0.666667,0.992318,0.920071,0.924595,0.989743,0.916515,0.994987,0.765986,0.984568
2.000000,0.295918,0.224490,0.438776,0.994560,0.942809,0.847615,0.912909,0.666955,0.987620,0.912494,0.918421
2.000000,0.341176,0.258824,0.552941,0.982987,0.945187,0.920261,0.965374,0.878218,0.984761,0.858869,0.968967
2.000000,0.468354,0.253165,0.468354,0.997917,0.953600,0.951486,0.951486,0.898475,0.989234,0.820652,0.927697
2.000000,0.473684,0.284211,0.578947,0.974520,0.954233,0.945187,0.969549,0.906094,0.988095,0.885496,0.981335
2.000000,0.611111,0.344444,0.677778,0.965732,0.980106,0.926067,0.982039,0.899770,0.994032,0.699854,0.979381
2.000000,0.290698,0.220930,0.488372,0.948829,0.985715,0.890724,0.962091,0.796490,0.990217,0.884915,0.974996
2.000000,0.333333,0.255556,0.544444,0.991868,0.938435,0.945187,0.958315,0.902174,0.993055,0.908639,0.982987
2.000000,0.349398,0.301205,0.530120,0.999200,0.940425,0.924595,0.958315,0.843846,0.989234,0.914289,0.960645
2.000000,0.337209,0.232558,0.500000,0.990898,0.951486,0.879342,0.958315,0.820652,0.995455,0.804026,0.951486
5.000000,0.432432,0.256757,0.864865,0.995151,0.768921,0.958315,0.995455,0.956210,0.998810,0.766725,0.995455
5.000000,0.320988,0.271605,0.617284,0.998366,0.879342,0.950374,0.963789,0.895806,0.996042,0.873302,0.935646
5.000000,0.367647,0.220588,0.750000,0.999822,0.750934,0.977588,0.987456,0.907036,0.998614,0.944411,0.955769
5.000000,0.361111,0.152778,0.791667,0.995455,0.772577,0.931541,0.990659,0.903508,0.998866,0.936244,0.982423
5.000000,0.370370,0.185185,0.777778,0.982039,0.697093,0.966568,0.988095,0.920712,0.998810,0.939662,0.973009
5.000000,0.296296,0.234568,0.641975,0.990536,0.860291,0.945514,0.982541,0.885250,0.998918,0.911970,0.969965
5.000000,0.388235,0.235294,0.847059,0.999548,0.659300,0.969549,0.986582,0.923757,0.996372,0.866025,0.968246
5.000000,0.363636,0.166667,0.696970,0.999778,0.698316,0.960645,0.974996,0.866025,1.000000,0.911290,0.949918
5.000000,0.275000,0.175000,0.625000,0.993055,0.873182,0.916515,0.994987,0.858496,0.998684,0.907036,0.964753
5.000000,0.348837,0.186047,0.813953,0.996341,0.546274,0.895806,0.963789,0.806738,0.995859,0.893029,0.960645
5.000000,0.333333,0.238095,0.678571,0.995596,0.874860,0.883683,0.985407,0.900535,0.991457,0.813621,0.950892
5.000000,0.353659,0.195122,0.682927,0.996341,0.801279,0.945514,0.960271,0.885250,0.998918,0.877268,0.966568
5.000000,0.364706,0.270588,0.764706,0.993501,0.822264,0.883683,0.985407,0.883683,0.991818,0.829747,0.948401
5.000000,0.445946,0.243243,0.824324,0.981091,0.866025,0.984071,0.991071,0.948030,0.998966,0.891825,0.977851
5.000000,0.275862,0.183908,0.597701,0.999326,0.716830,0.936750,0.988686,0.858496,1.000000,0.931541,0.930672
5.000000,0.373494,0.144578,0.710843,0.997982,0.730849,0.924595,0.989743,0.934655,0.996042,0.669450,0.966568
5.000000,0.444444,0.160494,0.592593,0.998198,0.768375,0.945946,0.976346,0.815365,1.000000,0.870169,0.939388
5.000000,0.372881,0.271186,0.915254,0.989530,0.769061,0.970170,0.983332,0.931541,0.998162,0.855840,0.988095
5.000000,0.387500,0.225000,0.812500,1.000000,0.621602,0.963789,0.984071,0.948030,0.983332,0.891825,0.969038
5.000000,0.447368,0.250000,0.684211,0.998770,0.868398,0.963789,0.984071,0.934655,0.996042,0.792589,0.981244
5.000000,0.417910,0.223881,0.880597,0.982039,0.767115,0.964753,0.998614,0.933347,0.998684,0.797938,0.977588
5.000000,0.463768,0.217391,0.681159,0.989365,0.899770,0.942809,0.989743,0.942809,0.989743,0.880695,0.939662
5.000000,0.317073,0.195122,0.658537,0.994780,0.739215,0.898475,0.980779,0.800000,1.000000,0.844718,0.945946
5.000000,0.460526,0.223684,0.921053,0.993708,0.676982,0.942809,0.995455,0.958315,0.998866,0.846967,0.973009
5.000000,0.297297,0.229730,0.689189,0.992627,0.824641,0.945946,0.945946,0.873688,0.998538,0.908488,0.983332
5.000000,0.269231,0.205128,0.666667,0.999260,0.756628,0.903508,0.989743,0.879342,0.995455,0.897232,0.970773
5.000000,0.350000,0.212500,0.687500,1.000000,0.682625,0.978735,0.994726,0.977588,0.987456,0.728607,0.981438
5.000000,0.507463,0.194030,0.820896,0.992157,0.661438,0.970170,0.998162,0.984306,0.993055,0.674296,0.977925
5.000000,0.345679,0.222222,0.641975,0.999843,0.811703,0.934655,0.974996,0.879342,0.995455,0.869742,0.926290
5.000000,0.421875,0.218750,0.843750,0.974996,0.810413,0.942809,0.998456,0.948829,0.998614,0.779127,0.963236
5.000000,0.426667,0.200000,0.533333,0.998124,0.893542,0.953939,0.979796,0.920712,0.998810,0.858082,0.918794
5.000000,0.402439,0.243902,0.841463,0.994765,0.789975,0.966857,0.977103,0.900535,1.000000,0.893029,0.958315
5.000000,0.383721,0.151163,0.604651,0.997699,0.805040,0.972582,0.982541,0.934655,1.000000,0.949328,0.948829
5.000000,0.358209,0.179104,0.716418,0.998892,0.600000,0.949918,0.968246,0.899218,0.998045,0.910868,0.953939
5.000000,0.312500,0.225000,0.650000,0.987861,0.863205,0.936750,0.994987,0.872953,0.998810,0.770300,0.983760
5.000000,0.325301,0.132530,0.614458,0.999405,0.755479,0.962091,0.962091,0.895806,0.996042,0.866025,0.946794
5.000000,0.500000,0.257143,0.671429,0.981886,0.907036,0.885250,0.982541,0.843846,0.989234,0.823097,0.968246
5.000000,0.329670,0.230769,0.791209,0.998294,0.727478,0.978058,0.986013,0.945187,1.000000,0.932294,0.958315
5.000000,0.410256,0.269231,0.730769,0.983667,0.841665,0.920712,0.995230,0.893029,0.998749,0.775312,0.970773
5.000000,0.362500,0.187500,0.562500,0.998966,0.912494,0.916515,0.996042,0.962091,0.983332,0.738349,0.989530
5.000000,0.324675,0.168831,0.766234,0.999026,0.774680,0.942809,1.000000,0.936750,0.998749,0.890724,0.976771
5.000000,0.366667,0.188889,0.666667,1.000000,0.740665,0.968246,0.986013,0.945187,0.996662,0.893311,0.973218
5.000000,0.328767,0.205479,0.835616,0.994032,0.686349,0.924595,0.981692,0.885250,0.995664,0.931541,0.961737
5.000000,0.397260,0.191781,0.794521,0.987675,0.793404,0.866025,0.998749,0.893029,0.994987,0.722512,0.979276
5.000000,0.302632,0.157895,0.631579,0.994885,0.779612,0.964753,0.977588,0.895806,0.998456,0.914137,0.952174
5.000000,0.506849,0.260274,0.794521,0.998614,0.775312,0.972582,0.995664,0.989743,0.989743,0.773213,0.990442
5.000000,0.363636,0.327273,0.927273,0.994444,0.646212,0.963789,0.979796,0.884433,0.997775,0.832619,0.985532
5.000000,0.359551,0.179775,0.685393,0.999835,0.600000,0.945514,0.990217,0.942809,0.995455,0.801941,0.980914
5.000000,0.358025,0.172840,0.641975,1.000000,0.786268,0.939895,0.995230,0.936750,1.000000,0.833426,0.966568
5.000000,0.546667,0.146667,0.746667,0.999849,0.600000,0.982541,0.982541,0.956210,0.998810,0.812989,0.925090
5.000000,0.397436,0.282051,0.807692,0.991562,0.776895,0.912494,0.962091,0.895806,0.984071,0.891341,0.956210
5.000000,0.352941,0.141176,0.635294,0.998810,0.773213,0.969800,0.995230,0.908169,0.998918,0.812989,0.963337
5.000000,0.292929,0.131313,0.636364,1.000000,0.645975,0.958315,0.986582,0.860291,0.999231,0.932393,0.941476
5.000000,0.436620,0.154930,0.788732,0.993501,0.786268,0.990217,0.995664,0.962091,1.000000,0.820652,0.992350
5.000000,0.381579,0.157895,0.684211,0.996463,0.808690,0.987456,0.998614,0.977588,0.998614,0.869742,0.963789
5.000000,0.324675,0.259740,0.597403,0.991457,0.900535,0.936750,0.988686,0.916515,0.998749,0.912248,0.972293
5.000000,0.253165,0.177215,0.746835,0.990102,0.760684,0.936750,0.988686,0.872953,0.998810,0.869944,0.994987
5.000000,0.315789,0.197368,0.657895,0.996277,0.855840,0.953939,0.994987,0.898475,0.995230,0.872953,0.968246
5.000000,0.342105,0.197368,0.842105,0.997577,0.622514,0.920712,0.980779,0.924595,0.989743,0.876714,0.961444
5.000000,0.387097,0.241935,0.564516,0.999758,0.908639,0.949918,1.000000,0.949918,0.998045,0.754989,0.983332
5.000000,0.386667,0.173333,0.680000,0.999435,0.796194,0.971242,0.989743,0.939895,1.000000,0.858496,0.991748
5.000000,0.450704,0.211268,0.746479,0.990605,0.858496,0.971242,0.981692,0.942809,0.995455,0.857619,0.948829
5.000000,0.306818,0.215909,0.738636,1.000000,0.731835,0.952561,0.991457,0.920261,1.000000,0.940271,0.968246
